date,STATE,COUNTY,DAILY_AQI_VALUE,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,AQI_Percent_Change,AQI_Increase,AQI_Decrease,Rec_Retail_Increase,Rec_Retail_Decrease,Grocery_Pharmacy_Increase,Grocery_Pharmacy_Decrease,Parks_Increase,Parks_Decrease,Transit_Stations_Increase,Transit_Stations_Decrease,Work_Increase,Work_Decrease,Home_Increase,Home_Decrease
3/22/20,Massachusetts,Berkshire,23.5,-37,-12,69,-44,-29,8,2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/23/20,Massachusetts,Berkshire,22.5,-39,-17,-33,-38,-38,16,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/24/20,Massachusetts,Berkshire,26.5,-43,-22,-8,-40,-42,17,4,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/25/20,Massachusetts,Berkshire,33,-43,-17,2,-43,-44,18,6.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/26/20,Massachusetts,Berkshire,36.5,-39,-13,,-36,-43,16,3.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/27/20,Massachusetts,Berkshire,28,-42,-20,66,-51,-44,19,-8.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/28/20,Massachusetts,Berkshire,36,-50,-24,,-57,-33,13,8,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/29/20,Massachusetts,Berkshire,10.5,-49,-31,-36,-68,-35,12,-25.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/30/20,Massachusetts,Berkshire,14,-41,-21,-15,-48,-43,17,3.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/31/20,Massachusetts,Berkshire,17.5,-42,-21,,-44,-45,18,3.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/1/20,Massachusetts,Berkshire,22.5,-36,-13,,-40,-45,17,5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/2/20,Massachusetts,Berkshire,11.5,-42,-14,12,-44,-46,18,-11,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/3/20,Massachusetts,Berkshire,11.5,-44,-19,-16,-64,-46,22,0,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/4/20,Massachusetts,Berkshire,18.5,-47,-22,,-61,-33,12,7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/5/20,Massachusetts,Berkshire,24,-44,-26,60,-71,-35,10,5.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/6/20,Massachusetts,Berkshire,17,-34,-15,,-44,-44,16,-7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/7/20,Massachusetts,Berkshire,25,-36,-17,,-39,-46,17,8,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/8/20,Massachusetts,Berkshire,22,-39,-19,,-47,-46,18,-3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/9/20,Massachusetts,Berkshire,19.5,-47,-21,-29,-47,-47,20,-2.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/10/20,Massachusetts,Berkshire,13.5,-45,-14,-24,-64,-49,23,-6,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/11/20,Massachusetts,Berkshire,16,-43,-6,,-63,-36,13,2.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/15/20,Massachusetts,Bristol,42,0,-4,-17,0,-2,0,26, , , , , , , , , , , , , , 
2/16/20,Massachusetts,Bristol,45,4,-5,-3,11,0,-1,3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/17/20,Massachusetts,Bristol,56,16,-2,24,-32,-39,9,11,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/18/20,Massachusetts,Bristol,42,0,-7,-27,-7,-10,3,-14,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/19/20,Massachusetts,Bristol,35,5,-2,0,-4,-10,2,-7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/20/20,Massachusetts,Bristol,29,4,0,-15,2,-10,2,-6,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/21/20,Massachusetts,Bristol,35,1,-5,-31,-3,-10,3,6,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/22/20,Massachusetts,Bristol,52,6,-2,59,9,2,-1,17,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/23/20,Massachusetts,Bristol,56,8,0,61,11,4,-1,4,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/24/20,Massachusetts,Bristol,52,4,-1,27,7,5,-1,-4,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/25/20,Massachusetts,Bristol,48,4,-1,1,3,4,0,-4,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/26/20,Massachusetts,Bristol,40,7,1,-9,4,3,-1,-8,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/27/20,Massachusetts,Bristol,21,6,1,-15,4,2,0,-19,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/28/20,Massachusetts,Bristol,38,5,3,-26,13,4,0,17,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/29/20,Massachusetts,Bristol,38,10,1,4,9,1,-1,0,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/1/20,Massachusetts,Bristol,42,12,7,-2,11,4,-1,4,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/2/20,Massachusetts,Bristol,52,9,5,1,5,4,-1,10,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/3/20,Massachusetts,Bristol,58,15,8,28,12,1,-1,6,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/4/20,Massachusetts,Bristol,37,8,6,-1,5,3,0,-21,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/5/20,Massachusetts,Bristol,36,9,7,14,8,3,-1,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/6/20,Massachusetts,Bristol,42,3,2,-23,7,4,0,6,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/7/20,Massachusetts,Bristol,36,6,3,2,2,1,0,-6,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/8/20,Massachusetts,Bristol,39,10,6,47,9,2,-1,3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/9/20,Massachusetts,Bristol,56,11,6,74,10,2,-1,17,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/10/20,Massachusetts,Bristol,62,8,7,27,2,2,0,6,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/11/20,Massachusetts,Bristol,38,8,10,15,-4,1,0,-24,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/12/20,Massachusetts,Bristol,47,10,30,4,-2,0,1,9,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/13/20,Massachusetts,Bristol,43,3,38,-31,-9,-3,4,-4,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/14/20,Massachusetts,Bristol,36,-3,23,52,2,-1,3,-7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/15/20,Massachusetts,Bristol,40,-9,10,53,1,-3,3,4,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/16/20,Massachusetts,Bristol,41,-3,26,1,-28,-19,8,1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/17/20,Massachusetts,Bristol,37,-24,6,-24,-42,-28,14,-4,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/18/20,Massachusetts,Bristol,42,-22,7,42,-40,-30,13,5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/19/20,Massachusetts,Bristol,32,-30,8,-37,-48,-34,17,-10,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/20/20,Massachusetts,Bristol,52,-24,25,-7,-38,-33,17,20,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/21/20,Massachusetts,Bristol,36,-34,4,73,-24,-23,10,-16,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/22/20,Massachusetts,Bristol,40,-41,-14,26,-28,-26,10,4,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/23/20,Massachusetts,Bristol,38,-33,-6,-29,-55,-39,17,-2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/24/20,Massachusetts,Bristol,34,-41,-15,12,-55,-45,20,-4,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/25/20,Massachusetts,Bristol,46,-46,-20,-20,-62,-48,21,12,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/26/20,Massachusetts,Bristol,47,-40,-10,54,-52,-48,20,1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/27/20,Massachusetts,Bristol,45,-41,-14,49,-51,-47,22,-2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/28/20,Massachusetts,Bristol,47,-46,-18,61,-37,-36,14,2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/29/20,Massachusetts,Bristol,33,-54,-32,-44,-54,-35,13,-14,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/30/20,Massachusetts,Bristol,31,-42,-19,-17,-57,-49,20,-2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/31/20,Massachusetts,Bristol,35,-38,-15,20,-56,-49,20,4,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/1/20,Massachusetts,Bristol,34,-38,-8,-4,-53,-50,21,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/2/20,Massachusetts,Bristol,30,-41,-7,-13,-55,-50,22,-4,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/3/20,Massachusetts,Bristol,27,-48,-16,-47,-60,-51,26,-3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/4/20,Massachusetts,Bristol,44,-46,-12,27,-39,-39,15,17,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/5/20,Massachusetts,Bristol,44,-47,-23,43,-31,-35,12,0,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/6/20,Massachusetts,Bristol,43,-36,-13,67,-52,-50,19,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/7/20,Massachusetts,Bristol,41,-36,-13,72,-54,-51,20,-2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/8/20,Massachusetts,Bristol,48,-42,-14,-2,-59,-52,22,7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/9/20,Massachusetts,Bristol,43,-45,-15,-22,-62,-53,23,-5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/10/20,Massachusetts,Bristol,33,-41,-6,-20,-56,-53,25,-10,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/11/20,Massachusetts,Bristol,34,-40,0,49,-33,-38,14,1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/15/20,Massachusetts,Essex,12,1,-7,5,1,-3,0,-22, , , , , , , , , , , , , , 
2/16/20,Massachusetts,Essex,31,5,-6,1,-3,0,0,19,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/17/20,Massachusetts,Essex,33,14,-5,61,-36,-40,9,2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/18/20,Massachusetts,Essex,20,-4,-14,-19,-9,-10,3,-13,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/19/20,Massachusetts,Essex,14,4,-5,4,-4,-10,2,-6,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/20/20,Massachusetts,Essex,6,4,-4,4,-2,-10,2,-8,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/21/20,Massachusetts,Essex,12.5,1,-7,-11,-5,-11,3,6.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/22/20,Massachusetts,Essex,25,6,-6,64,16,1,-1,12.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/23/20,Massachusetts,Essex,43.5,11,-2,94,23,1,-1,18.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/24/20,Massachusetts,Essex,41.5,7,0,80,6,3,-1,-2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/25/20,Massachusetts,Essex,39.5,4,-6,21,0,3,0,-2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/26/20,Massachusetts,Essex,37,6,-2,4,-2,2,0,-2.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/27/20,Massachusetts,Essex,7,5,-3,1,0,1,1,-30,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/28/20,Massachusetts,Essex,7,5,-1,-4,5,2,0,0,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/29/20,Massachusetts,Essex,10,9,-2,19,12,1,-1,3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/1/20,Massachusetts,Essex,14,10,0,1,5,2,0,4,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/2/20,Massachusetts,Essex,31.5,9,3,28,4,3,-1,17.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/3/20,Massachusetts,Essex,38,14,7,72,7,1,-1,6.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/4/20,Massachusetts,Essex,19,7,2,1,-1,2,0,-19,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/5/20,Massachusetts,Essex,16,10,5,39,3,3,-1,-3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/6/20,Massachusetts,Essex,21,3,-1,3,-2,2,0,5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/7/20,Massachusetts,Essex,7,9,-1,47,6,2,-1,-14,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/8/20,Massachusetts,Essex,15.5,12,0,60,6,1,0,8.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/9/20,Massachusetts,Essex,20.5,13,4,156,8,1,-1,5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/10/20,Massachusetts,Essex,40,7,4,49,-2,1,0,19.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/11/20,Massachusetts,Essex,13.5,10,12,36,-7,-1,0,-26.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/12/20,Massachusetts,Essex,17.5,11,34,23,-11,-2,1,4,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/13/20,Massachusetts,Essex,21,-3,28,-12,-22,-13,7,3.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/14/20,Massachusetts,Essex,8,-8,10,106,2,-4,4,-13,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/15/20,Massachusetts,Essex,11,-12,4,69,-9,-8,5,3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/16/20,Massachusetts,Essex,7,-8,11,27,-30,-24,10,-4,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/17/20,Massachusetts,Essex,14.5,-27,-2,-4,-46,-34,16,7.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/18/20,Massachusetts,Essex,20.5,-25,0,99,-40,-37,16,6,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/19/20,Massachusetts,Essex,12,-35,-6,-24,-52,-40,20,-8.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/20/20,Massachusetts,Essex,26.5,-30,6,65,-42,-40,19,14.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/21/20,Massachusetts,Essex,15.5,-39,-8,141,-30,-29,12,-11,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/22/20,Massachusetts,Essex,14,-44,-20,51,-38,-34,12,-1.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/23/20,Massachusetts,Essex,14.5,-35,-11,-17,-57,-46,20,0.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/24/20,Massachusetts,Essex,12.5,-45,-23,37,-59,-52,23,-2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/25/20,Massachusetts,Essex,20,-48,-28,6,-60,-54,25,7.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/26/20,Massachusetts,Essex,24.5,-44,-22,92,-55,-54,24,4.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/27/20,Massachusetts,Essex,17.5,-45,-21,87,-51,-53,25,-7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/28/20,Massachusetts,Essex,24.5,-50,-25,115,-40,-41,16,7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/29/20,Massachusetts,Essex,18,-58,-39,-53,-60,-44,16,-6.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/30/20,Massachusetts,Essex,10,-45,-27,-16,-60,-55,24,-8,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/31/20,Massachusetts,Essex,16.5,-42,-22,47,-59,-56,24,6.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/1/20,Massachusetts,Essex,12.5,-42,-17,13,-58,-57,25,-4,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/2/20,Massachusetts,Essex,15,-47,-20,-23,-63,-57,27,2.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/3/20,Massachusetts,Essex,18,-53,-24,-49,-63,-58,29,3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/4/20,Massachusetts,Essex,22,-50,-20,67,-36,-43,16,4,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/5/20,Massachusetts,Essex,30,-52,-28,32,-46,-43,14,8,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/6/20,Massachusetts,Essex,15,-41,-19,91,-51,-57,23,-15,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/7/20,Massachusetts,Essex,7,-44,-23,76,-56,-58,24,-8,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/8/20,Massachusetts,Essex,22,-48,-24,2,-60,-59,26,15,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/9/20,Massachusetts,Essex,13,-52,-29,-35,-65,-59,28,-9,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/10/20,Massachusetts,Essex,2,-47,-19,-13,-58,-60,28,-11,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/11/20,Massachusetts,Essex,4,-47,-15,59,-38,-46,16,2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/17/20,Massachusetts,Franklin,56,15,4,,,-35,7,52, , , , , , , , , , , , , , 
2/18/20,Massachusetts,Franklin,46,-7,-9,,-14,-11,4,-10,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/19/20,Massachusetts,Franklin,25,-2,-2,,,-11,1,-21,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
